land,year,metric_type,value,country_code
Malta,2005,Land area (thousand hectares),32.0,MLT
Malta,2005,Arable land (thousand hectares),8.0,MLT
Malta,2005,Permanent crops (thousand hectares),1.0,MLT
Malta,2005,Forest cover (thousand hectares),0.0,MLT
Malta,2005,Arable land (% of total land area),25.6,MLT
Malta,2005,Permanent crops (% of total land area),3.4,MLT
Malta,2005,Forest cover (% of total land area),1.1,MLT
Malta,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),85.58,MLT
Malta,2010,Land area (thousand hectares),32.0,MLT
Malta,2010,Arable land (thousand hectares),9.0,MLT
Malta,2010,Permanent crops (thousand hectares),1.0,MLT
Malta,2010,Forest cover (thousand hectares),0.0,MLT
Malta,2010,Arable land (% of total land area),28.4,MLT
Malta,2010,Permanent crops (% of total land area),3.9,MLT
Malta,2010,Forest cover (% of total land area),1.1,MLT
Malta,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),89.26,MLT
Malta,2019,Land area (thousand hectares),32.0,MLT
Malta,2019,Arable land (thousand hectares),9.0,MLT
Malta,2019,Permanent crops (thousand hectares),1.0,MLT
Malta,2019,Forest cover (thousand hectares),0.0,MLT
Malta,2019,Arable land (% of total land area),28.3,MLT
Malta,2019,Permanent crops (% of total land area),4.1,MLT
Malta,2019,Forest cover (% of total land area),1.4,MLT
Malta,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),90.85,MLT
Malta,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),90.85,MLT
Marshall Islands,2005,Land area (thousand hectares),18.0,MHL
Marshall Islands,2005,Arable land (thousand hectares),2.0,MHL
Marshall Islands,2005,Permanent crops (thousand hectares),8.0,MHL
Marshall Islands,2005,Forest cover (thousand hectares),9.0,MHL
Marshall Islands,2005,Arable land (% of total land area),11.1,MHL
Marshall Islands,2005,Permanent crops (% of total land area),44.4,MHL
Marshall Islands,2005,Forest cover (% of total land area),52.2,MHL
Marshall Islands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),6.87,MHL
Marshall Islands,2010,Land area (thousand hectares),18.0,MHL
Marshall Islands,2010,Arable land (thousand hectares),2.0,MHL
Marshall Islands,2010,Permanent crops (thousand hectares),8.0,MHL
Marshall Islands,2010,Forest cover (thousand hectares),9.0,MHL
Marshall Islands,2010,Arable land (% of total land area),11.1,MHL
Marshall Islands,2010,Permanent crops (% of total land area),44.4,MHL
Marshall Islands,2010,Forest cover (% of total land area),52.2,MHL
Marshall Islands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),8.4,MHL
Marshall Islands,2019,Land area (thousand hectares),18.0,MHL
Marshall Islands,2019,Arable land (thousand hectares),2.0,MHL
Marshall Islands,2019,Permanent crops (thousand hectares),7.0,MHL
Marshall Islands,2019,Forest cover (thousand hectares),9.0,MHL
Marshall Islands,2019,Arable land (% of total land area),11.1,MHL
Marshall Islands,2019,Permanent crops (% of total land area),36.1,MHL
Marshall Islands,2019,Forest cover (% of total land area),52.2,MHL
Marshall Islands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),10.11,MHL
Marshall Islands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),10.11,MHL
Martinique,2005,Land area (thousand hectares),106.0,MTQ
Martinique,2005,Arable land (thousand hectares),10.0,MTQ
Martinique,2005,Permanent crops (thousand hectares),8.0,MTQ
Martinique,2005,Forest cover (thousand hectares),50.0,MTQ
Martinique,2005,Arable land (% of total land area),9.4,MTQ
Martinique,2005,Permanent crops (% of total land area),7.5,MTQ
Martinique,2005,Forest cover (% of total land area),46.7,MTQ
Martinique,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),53.25,MTQ
Martinique,2010,Land area (thousand hectares),106.0,MTQ
Martinique,2010,Arable land (thousand hectares),10.0,MTQ
Martinique,2010,Permanent crops (thousand hectares),7.0,MTQ
Martinique,2010,Forest cover (thousand hectares),50.0,MTQ
Martinique,2010,Arable land (% of total land area),9.6,MTQ
Martinique,2010,Permanent crops (% of total land area),7.0,MTQ
Martinique,2010,Forest cover (% of total land area),47.4,MTQ
Martinique,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),97.18,MTQ
Martinique,2019,Land area (thousand hectares),106.0,MTQ
Martinique,2019,Arable land (thousand hectares),11.0,MTQ
Martinique,2019,Permanent crops (thousand hectares),5.0,MTQ
Martinique,2019,Forest cover (thousand hectares),52.0,MTQ
Martinique,2019,Arable land (% of total land area),10.3,MTQ
Martinique,2019,Permanent crops (% of total land area),4.4,MTQ
Martinique,2019,Forest cover (% of total land area),49.1,MTQ
Martinique,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),97.19,MTQ
Martinique,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),97.19,MTQ
Mauritania,2005,Land area (thousand hectares),103070.0,MRT
Mauritania,2005,Arable land (thousand hectares),400.0,MRT
Mauritania,2005,Permanent crops (thousand hectares),11.0,MRT
Mauritania,2005,Forest cover (thousand hectares),394.0,MRT
Mauritania,2005,Arable land (% of total land area),0.4,MRT
Mauritania,2005,Permanent crops (% of total land area),0.0,MRT
Mauritania,2005,Forest cover (% of total land area),0.4,MRT
Mauritania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),11.17,MRT
Mauritania,2010,Land area (thousand hectares),103070.0,MRT
Mauritania,2010,Arable land (thousand hectares),450.0,MRT
Mauritania,2010,Permanent crops (thousand hectares),11.0,MRT
Mauritania,2010,Forest cover (thousand hectares),367.0,MRT
Mauritania,2010,Arable land (% of total land area),0.4,MRT
Mauritania,2010,Permanent crops (% of total land area),0.0,MRT
Mauritania,2010,Forest cover (% of total land area),0.4,MRT
Mauritania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),11.17,MRT
Mauritania,2019,Land area (thousand hectares),103070.0,MRT
Mauritania,2019,Arable land (thousand hectares),400.0,MRT
Mauritania,2019,Permanent crops (thousand hectares),11.0,MRT
Mauritania,2019,Forest cover (thousand hectares),318.0,MRT
Mauritania,2019,Arable land (% of total land area),0.4,MRT
Mauritania,2019,Permanent crops (% of total land area),0.0,MRT
Mauritania,2019,Forest cover (% of total land area),0.3,MRT
Mauritania,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),11.17,MRT
Mauritania,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),11.17,MRT
Mauritius,2005,Land area (thousand hectares),203.0,MUS
Mauritius,2005,Arable land (thousand hectares),85.0,MUS
Mauritius,2005,Permanent crops (thousand hectares),4.0,MUS
Mauritius,2005,Forest cover (thousand hectares),40.0,MUS
Mauritius,2005,Arable land (% of total land area),41.9,MUS
Mauritius,2005,Permanent crops (% of total land area),2.0,MUS
Mauritius,2005,Forest cover (% of total land area),19.8,MUS
Mauritius,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),8.96,MUS
Mauritius,2010,Land area (thousand hectares),203.0,MUS
Mauritius,2010,Arable land (thousand hectares),80.0,MUS
Mauritius,2010,Permanent crops (thousand hectares),4.0,MUS
Mauritius,2010,Forest cover (thousand hectares),38.0,MUS
Mauritius,2010,Arable land (% of total land area),39.4,MUS
Mauritius,2010,Permanent crops (% of total land area),2.0,MUS
Mauritius,2010,Forest cover (% of total land area),18.9,MUS
Mauritius,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),9.02,MUS
Mauritius,2019,Land area (thousand hectares),203.0,MUS
Mauritius,2019,Arable land (thousand hectares),75.0,MUS
Mauritius,2019,Permanent crops (thousand hectares),4.0,MUS
Mauritius,2019,Forest cover (thousand hectares),39.0,MUS
Mauritius,2019,Arable land (% of total land area),36.9,MUS
Mauritius,2019,Permanent crops (% of total land area),2.0,MUS
Mauritius,2019,Forest cover (% of total land area),19.1,MUS
Mauritius,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),9.64,MUS
Mauritius,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),9.64,MUS
Mayotte,2005,Land area (thousand hectares),37.0,MYT
Mayotte,2005,Arable land (thousand hectares),10.0,MYT
Mayotte,2005,Permanent crops (thousand hectares),10.0,MYT
Mayotte,2005,Forest cover (thousand hectares),15.0,MYT
Mayotte,2005,Arable land (% of total land area),26.7,MYT
Mayotte,2005,Permanent crops (% of total land area),26.7,MYT
Mayotte,2005,Forest cover (% of total land area),40.2,MYT
Mayotte,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),31.71,MYT
Mayotte,2010,Land area (thousand hectares),37.0,MYT
Mayotte,2010,Arable land (thousand hectares),17.0,MYT
Mayotte,2010,Permanent crops (thousand hectares),3.0,MYT
Mayotte,2010,Forest cover (thousand hectares),14.0,MYT
Mayotte,2010,Arable land (% of total land area),44.4,MYT
Mayotte,2010,Permanent crops (% of total land area),9.1,MYT
Mayotte,2010,Forest cover (% of total land area),38.5,MYT
Mayotte,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),63.15,MYT
Mayotte,2019,Land area (thousand hectares),37.0,MYT
Mayotte,2019,Arable land (thousand hectares),17.0,MYT
Mayotte,2019,Permanent crops (thousand hectares),3.0,MYT
Mayotte,2019,Forest cover (thousand hectares),14.0,MYT
Mayotte,2019,Arable land (% of total land area),46.1,MYT
Mayotte,2019,Permanent crops (% of total land area),7.3,MYT
Mayotte,2019,Forest cover (% of total land area),37.3,MYT
Mayotte,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),63.61,MYT
Mayotte,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),63.61,MYT
Mexico,2005,Land area (thousand hectares),194395.0,MEX
Mexico,2005,Arable land (thousand hectares),23296.0,MEX
Mexico,2005,Permanent crops (thousand hectares),2607.0,MEX
Mexico,2005,Forest cover (thousand hectares),67662.0,MEX
Mexico,2005,Arable land (% of total land area),12.0,MEX
Mexico,2005,Permanent crops (% of total land area),1.3,MEX
Mexico,2005,Forest cover (% of total land area),34.8,MEX
Mexico,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),26.15,MEX
Mexico,2010,Land area (thousand hectares),194395.0,MEX
Mexico,2010,Arable land (thousand hectares),22933.0,MEX
Mexico,2010,Permanent crops (thousand hectares),2651.0,MEX
Mexico,2010,Forest cover (thousand hectares),66943.0,MEX
Mexico,2010,Arable land (% of total land area),11.8,MEX
Mexico,2010,Permanent crops (% of total land area),1.4,MEX
Mexico,2010,Forest cover (% of total land area),34.4,MEX
Mexico,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),34.18,MEX
Mexico,2019,Land area (thousand hectares),194395.0,MEX
Mexico,2019,Arable land (thousand hectares),19400.0,MEX
Mexico,2019,Permanent crops (thousand hectares),2729.0,MEX
Mexico,2019,Forest cover (thousand hectares),65820.0,MEX
Mexico,2019,Arable land (% of total land area),10.0,MEX
Mexico,2019,Permanent crops (% of total land area),1.4,MEX
Mexico,2019,Forest cover (% of total land area),33.9,MEX
Mexico,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),37.0,MEX
Mexico,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),37.0,MEX
Micronesia (Fed. States of),2005,Land area (thousand hectares),70.0,
Micronesia (Fed. States of),2005,Arable land (thousand hectares),3.0,
Micronesia (Fed. States of),2005,Permanent crops (thousand hectares),17.0,
Micronesia (Fed. States of),2005,Forest cover (thousand hectares),64.0,
Micronesia (Fed. States of),2005,Arable land (% of total land area),3.6,
Micronesia (Fed. States of),2005,Permanent crops (% of total land area),24.3,
Micronesia (Fed. States of),2005,Forest cover (% of total land area),91.4,
Micronesia (Fed. States of),2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.02,
Micronesia (Fed. States of),2010,Land area (thousand hectares),70.0,
Micronesia (Fed. States of),2010,Arable land (thousand hectares),2.0,
Micronesia (Fed. States of),2010,Permanent crops (thousand hectares),17.0,
Micronesia (Fed. States of),2010,Forest cover (thousand hectares),64.0,
Micronesia (Fed. States of),2010,Arable land (% of total land area),2.9,
Micronesia (Fed. States of),2010,Permanent crops (% of total land area),24.3,
Micronesia (Fed. States of),2010,Forest cover (% of total land area),91.6,
Micronesia (Fed. States of),2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.02,
Micronesia (Fed. States of),2019,Land area (thousand hectares),70.0,
Micronesia (Fed. States of),2019,Arable land (thousand hectares),2.0,
Micronesia (Fed. States of),2019,Permanent crops (thousand hectares),17.0,
Micronesia (Fed. States of),2019,Forest cover (thousand hectares),64.0,
Micronesia (Fed. States of),2019,Arable land (% of total land area),2.9,
Micronesia (Fed. States of),2019,Permanent crops (% of total land area),24.3,
Micronesia (Fed. States of),2019,Forest cover (% of total land area),92.0,
Micronesia (Fed. States of),2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0.02,
Micronesia (Fed. States of),2021,Important sites for terrestrial biodiversity protected (% of total sites protected),0.02,
Monaco,2005,Land area (thousand hectares),0.0,MCO
Monaco,2005,Forest cover (thousand hectares),0.0,MCO
Monaco,2005,Forest cover (% of total land area),0.0,MCO
Monaco,2010,Land area (thousand hectares),0.0,MCO
Monaco,2010,Forest cover (thousand hectares),0.0,MCO
Monaco,2010,Forest cover (% of total land area),0.0,MCO
Monaco,2019,Land area (thousand hectares),0.0,MCO
Monaco,2019,Forest cover (thousand hectares),0.0,MCO
Monaco,2019,Forest cover (% of total land area),0.0,MCO
Mongolia,2005,Land area (thousand hectares),155444.0,MNG
Mongolia,2005,Arable land (thousand hectares),1173.0,MNG
Mongolia,2005,Permanent crops (thousand hectares),2.0,MNG
Mongolia,2005,Forest cover (thousand hectares),14224.0,MNG
Mongolia,2005,Arable land (% of total land area),0.8,MNG
Mongolia,2005,Permanent crops (% of total land area),0.0,MNG
Mongolia,2005,Forest cover (% of total land area),9.2,MNG
Mongolia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),37.73,MNG
Mongolia,2010,Land area (thousand hectares),155729.0,MNG
Mongolia,2010,Arable land (thousand hectares),1236.0,MNG
Mongolia,2010,Permanent crops (thousand hectares),3.0,MNG
Mongolia,2010,Forest cover (thousand hectares),14184.0,MNG
Mongolia,2010,Arable land (% of total land area),0.8,MNG
Mongolia,2010,Permanent crops (% of total land area),0.0,MNG
Mongolia,2010,Forest cover (% of total land area),9.1,MNG
Mongolia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),40.37,MNG
Mongolia,2019,Land area (thousand hectares),155726.0,MNG
Mongolia,2019,Arable land (thousand hectares),1329.0,MNG
Mongolia,2019,Permanent crops (thousand hectares),5.0,MNG
Mongolia,2019,Forest cover (thousand hectares),14174.0,MNG
Mongolia,2019,Arable land (% of total land area),0.9,MNG
Mongolia,2019,Permanent crops (% of total land area),0.0,MNG
Mongolia,2019,Forest cover (% of total land area),9.1,MNG
Mongolia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),45.0,MNG
Mongolia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),45.0,MNG
Montenegro,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.66,MNE
Montenegro,2010,Land area (thousand hectares),1345.0,MNE
Montenegro,2010,Arable land (thousand hectares),172.0,MNE
Montenegro,2010,Permanent crops (thousand hectares),16.0,MNE
Montenegro,2010,Forest cover (thousand hectares),827.0,MNE
Montenegro,2010,Arable land (% of total land area),12.8,MNE
Montenegro,2010,Permanent crops (% of total land area),1.2,MNE
Montenegro,2010,Forest cover (% of total land area),61.5,MNE
Montenegro,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),17.66,MNE
Montenegro,2019,Land area (thousand hectares),1345.0,MNE
Montenegro,2019,Arable land (thousand hectares),9.0,MNE
Montenegro,2019,Permanent crops (thousand hectares),6.0,MNE
Montenegro,2019,Forest cover (thousand hectares),827.0,MNE
Montenegro,2019,Arable land (% of total land area),0.7,MNE
Montenegro,2019,Permanent crops (% of total land area),0.4,MNE
Montenegro,2019,Forest cover (% of total land area),61.5,MNE
Montenegro,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),25.91,MNE
Montenegro,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),25.91,MNE
Montserrat,2005,Land area (thousand hectares),10.0,MSR
Montserrat,2005,Arable land (thousand hectares),2.0,MSR
Montserrat,2005,Forest cover (thousand hectares),3.0,MSR
Montserrat,2005,Arable land (% of total land area),20.0,MSR
Montserrat,2005,Forest cover (% of total land area),25.0,MSR
Montserrat,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,MSR
Montserrat,2010,Land area (thousand hectares),10.0,MSR
Montserrat,2010,Arable land (thousand hectares),2.0,MSR
Montserrat,2010,Forest cover (thousand hectares),3.0,MSR
Montserrat,2010,Arable land (% of total land area),20.0,MSR
Montserrat,2010,Forest cover (% of total land area),25.0,MSR
Montserrat,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,MSR
Montserrat,2019,Land area (thousand hectares),10.0,MSR
Montserrat,2019,Arable land (thousand hectares),2.0,MSR
Montserrat,2019,Forest cover (thousand hectares),3.0,MSR
Montserrat,2019,Arable land (% of total land area),20.0,MSR
Montserrat,2019,Forest cover (% of total land area),25.0,MSR
Montserrat,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),30.63,MSR
Montserrat,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),30.63,MSR
Morocco,2005,Land area (thousand hectares),44630.0,MAR
Morocco,2005,Arable land (thousand hectares),8122.0,MAR
Morocco,2005,Permanent crops (thousand hectares),867.0,MAR
Morocco,2005,Forest cover (thousand hectares),5591.0,MAR
Morocco,2005,Arable land (% of total land area),18.2,MAR
Morocco,2005,Permanent crops (% of total land area),1.9,MAR
Morocco,2005,Forest cover (% of total land area),12.5,MAR
Morocco,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),33.1,MAR
Morocco,2010,Land area (thousand hectares),44630.0,MAR
Morocco,2010,Arable land (thousand hectares),7729.0,MAR
Morocco,2010,Permanent crops (thousand hectares),1259.0,MAR
Morocco,2010,Forest cover (thousand hectares),5675.0,MAR
Morocco,2010,Arable land (% of total land area),17.3,MAR
Morocco,2010,Permanent crops (% of total land area),2.8,MAR
Morocco,2010,Forest cover (% of total land area),12.7,MAR
Morocco,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),34.46,MAR
Morocco,2019,Land area (thousand hectares),44630.0,MAR
Morocco,2019,Arable land (thousand hectares),6899.0,MAR
Morocco,2019,Permanent crops (thousand hectares),1713.0,MAR
Morocco,2019,Forest cover (thousand hectares),5732.0,MAR
Morocco,2019,Arable land (% of total land area),15.5,MAR
Morocco,2019,Permanent crops (% of total land area),3.8,MAR
Morocco,2019,Forest cover (% of total land area),12.8,MAR
Morocco,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),59.46,MAR
Morocco,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),59.46,MAR
Mozambique,2005,Land area (thousand hectares),78638.0,MOZ
Mozambique,2005,Arable land (thousand hectares),5000.0,MOZ
Mozambique,2005,Permanent crops (thousand hectares),250.0,MOZ
Mozambique,2005,Forest cover (thousand hectares),40080.0,MOZ
Mozambique,2005,Arable land (% of total land area),6.4,MOZ
Mozambique,2005,Permanent crops (% of total land area),0.3,MOZ
Mozambique,2005,Forest cover (% of total land area),51.0,MOZ
Mozambique,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),34.24,MOZ
Mozambique,2010,Land area (thousand hectares),78638.0,MOZ
Mozambique,2010,Arable land (thousand hectares),5650.0,MOZ
Mozambique,2010,Permanent crops (thousand hectares),300.0,MOZ
Mozambique,2010,Forest cover (thousand hectares),38972.0,MOZ
Mozambique,2010,Arable land (% of total land area),7.2,MOZ
Mozambique,2010,Permanent crops (% of total land area),0.4,MOZ
Mozambique,2010,Forest cover (% of total land area),49.6,MOZ
Mozambique,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),36.19,MOZ
Mozambique,2019,Land area (thousand hectares),78638.0,MOZ
Mozambique,2019,Arable land (thousand hectares),5650.0,MOZ
Mozambique,2019,Permanent crops (thousand hectares),300.0,MOZ
Mozambique,2019,Forest cover (thousand hectares),36966.0,MOZ
Mozambique,2019,Arable land (% of total land area),7.2,MOZ
Mozambique,2019,Permanent crops (% of total land area),0.4,MOZ
Mozambique,2019,Forest cover (% of total land area),47.0,MOZ
Mozambique,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),41.23,MOZ
Mozambique,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),41.23,MOZ
Myanmar,2005,Land area (thousand hectares),65336.0,MMR
Myanmar,2005,Arable land (thousand hectares),10059.0,MMR
Myanmar,2005,Permanent crops (thousand hectares),896.0,MMR
Myanmar,2005,Forest cover (thousand hectares),33155.0,MMR
Myanmar,2005,Arable land (% of total land area),15.4,MMR
Myanmar,2005,Permanent crops (% of total land area),1.4,MMR
Myanmar,2005,Forest cover (% of total land area),50.7,MMR
Myanmar,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.49,MMR
Myanmar,2010,Land area (thousand hectares),65326.0,MMR
Myanmar,2010,Arable land (thousand hectares),10811.0,MMR
Myanmar,2010,Permanent crops (thousand hectares),1406.0,MMR
Myanmar,2010,Forest cover (thousand hectares),31441.0,MMR
Myanmar,2010,Arable land (% of total land area),16.5,MMR
Myanmar,2010,Permanent crops (% of total land area),2.2,MMR
Myanmar,2010,Forest cover (% of total land area),48.1,MMR
Myanmar,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),18.84,MMR
Myanmar,2019,Land area (thousand hectares),65270.0,MMR
Myanmar,2019,Arable land (thousand hectares),10990.0,MMR
Myanmar,2019,Permanent crops (thousand hectares),1510.0,MMR
Myanmar,2019,Forest cover (thousand hectares),28834.0,MMR
Myanmar,2019,Arable land (% of total land area),16.8,MMR
Myanmar,2019,Permanent crops (% of total land area),2.3,MMR
Myanmar,2019,Forest cover (% of total land area),44.2,MMR
Myanmar,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),22.19,MMR
Myanmar,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),22.31,MMR
Namibia,2005,Land area (thousand hectares),82329.0,NAM
Namibia,2005,Arable land (thousand hectares),814.0,NAM
Namibia,2005,Permanent crops (thousand hectares),6.0,NAM
Namibia,2005,Forest cover (thousand hectares),7704.0,NAM
Namibia,2005,Arable land (% of total land area),1.0,NAM
Namibia,2005,Permanent crops (% of total land area),0.0,NAM
Namibia,2005,Forest cover (% of total land area),9.4,NAM
Namibia,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),42.32,NAM
Namibia,2010,Land area (thousand hectares),82329.0,NAM
Namibia,2010,Arable land (thousand hectares),800.0,NAM
Namibia,2010,Permanent crops (thousand hectares),9.0,NAM
Namibia,2010,Forest cover (thousand hectares),7349.0,NAM
Namibia,2010,Arable land (% of total land area),1.0,NAM
Namibia,2010,Permanent crops (% of total land area),0.0,NAM
Namibia,2010,Forest cover (% of total land area),8.9,NAM
Namibia,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),83.47,NAM
Namibia,2019,Land area (thousand hectares),82329.0,NAM
Namibia,2019,Arable land (thousand hectares),800.0,NAM
Namibia,2019,Permanent crops (thousand hectares),10.0,NAM
Namibia,2019,Forest cover (thousand hectares),6710.0,NAM
Namibia,2019,Arable land (% of total land area),1.0,NAM
Namibia,2019,Permanent crops (% of total land area),0.0,NAM
Namibia,2019,Forest cover (% of total land area),8.2,NAM
Namibia,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),86.18,NAM
Namibia,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),86.18,NAM
Nauru,2005,Land area (thousand hectares),2.0,NRU
Nauru,2005,Permanent crops (thousand hectares),0.0,NRU
Nauru,2005,Forest cover (thousand hectares),0.0,NRU
Nauru,2005,Permanent crops (% of total land area),20.0,NRU
Nauru,2005,Forest cover (% of total land area),0.0,NRU
Nauru,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,NRU
Nauru,2010,Land area (thousand hectares),2.0,NRU
Nauru,2010,Permanent crops (thousand hectares),0.0,NRU
Nauru,2010,Forest cover (thousand hectares),0.0,NRU
Nauru,2010,Permanent crops (% of total land area),20.0,NRU
Nauru,2010,Forest cover (% of total land area),0.0,NRU
Nauru,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,NRU
Nauru,2019,Land area (thousand hectares),2.0,NRU
Nauru,2019,Permanent crops (thousand hectares),0.0,NRU
Nauru,2019,Forest cover (thousand hectares),0.0,NRU
Nauru,2019,Permanent crops (% of total land area),20.0,NRU
Nauru,2019,Forest cover (% of total land area),0.0,NRU
Nauru,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,NRU
Nauru,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),0.0,NRU
Nepal,2005,Land area (thousand hectares),14335.0,NPL
Nepal,2005,Arable land (thousand hectares),2280.0,NPL
Nepal,2005,Permanent crops (thousand hectares),133.0,NPL
Nepal,2005,Forest cover (thousand hectares),5871.0,NPL
Nepal,2005,Arable land (% of total land area),15.9,NPL
Nepal,2005,Permanent crops (% of total land area),0.9,NPL
Nepal,2005,Forest cover (% of total land area),41.0,NPL
Nepal,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),44.74,NPL
Nepal,2010,Land area (thousand hectares),14335.0,NPL
Nepal,2010,Arable land (thousand hectares),2180.0,NPL
Nepal,2010,Permanent crops (thousand hectares),152.0,NPL
Nepal,2010,Forest cover (thousand hectares),5962.0,NPL
Nepal,2010,Arable land (% of total land area),15.2,NPL
Nepal,2010,Permanent crops (% of total land area),1.1,NPL
Nepal,2010,Forest cover (% of total land area),41.6,NPL
Nepal,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),51.72,NPL
Nepal,2019,Land area (thousand hectares),14335.0,NPL
Nepal,2019,Arable land (thousand hectares),2114.0,NPL
Nepal,2019,Permanent crops (thousand hectares),212.0,NPL
Nepal,2019,Forest cover (thousand hectares),5962.0,NPL
Nepal,2019,Arable land (% of total land area),14.7,NPL
Nepal,2019,Permanent crops (% of total land area),1.5,NPL
Nepal,2019,Forest cover (% of total land area),41.6,NPL
Nepal,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),51.72,NPL
Nepal,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),51.72,NPL
Netherlands,2005,Land area (thousand hectares),3376.0,NLD
Netherlands,2005,Arable land (thousand hectares),1111.0,NLD
Netherlands,2005,Permanent crops (thousand hectares),32.0,NLD
Netherlands,2005,Forest cover (thousand hectares),366.0,NLD
Netherlands,2005,Arable land (% of total land area),32.9,NLD
Netherlands,2005,Permanent crops (% of total land area),0.9,NLD
Netherlands,2005,Forest cover (% of total land area),10.9,NLD
Netherlands,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),70.14,NLD
Netherlands,2010,Land area (thousand hectares),3373.0,NLD
Netherlands,2010,Arable land (thousand hectares),1023.0,NLD
Netherlands,2010,Permanent crops (thousand hectares),36.0,NLD
Netherlands,2010,Forest cover (thousand hectares),373.0,NLD
Netherlands,2010,Arable land (% of total land area),30.3,NLD
Netherlands,2010,Permanent crops (% of total land area),1.1,NLD
Netherlands,2010,Forest cover (% of total land area),11.1,NLD
Netherlands,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),72.99,NLD
Netherlands,2019,Land area (thousand hectares),3367.0,NLD
Netherlands,2019,Arable land (thousand hectares),1011.0,NLD
Netherlands,2019,Permanent crops (thousand hectares),38.0,NLD
Netherlands,2019,Forest cover (thousand hectares),369.0,NLD
Netherlands,2019,Arable land (% of total land area),30.0,NLD
Netherlands,2019,Permanent crops (% of total land area),1.1,NLD
Netherlands,2019,Forest cover (% of total land area),10.9,NLD
Netherlands,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),79.59,NLD
Netherlands,2021,Important sites for terrestrial biodiversity protected (% of total sites protected),79.59,NLD
Netherlands Antilles [former],2005,Land area (thousand hectares),80.0,
