country,country_code,series,seriescode,measure,period,D1,D2,D3,data,footnoteref
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,               552,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,               820,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,               640,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017APR ,,,,               725,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,               604,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,               666,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,               642,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,               539,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,               387,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,               808,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,               602,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,               532,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016APR ,,,,               591,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,               548,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,               659,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,               643,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,               628,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,               561,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,               633,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,               473,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,               846,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015APR ,,,,               477,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,               502,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,               399,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,               547,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,               699,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,               446,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,               597,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,               653,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,               467,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,               692,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,               431,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,               445,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,               401,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,               437,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,               475,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,               439,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,               381,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,               421,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,               448,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,               487,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,               540,/800
Cyprus,196,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,               534,/800
Ecuador,218,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              2753,
Ecuador,218,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              4553,
Ecuador,218,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              1662,
Ecuador,218,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              2647,
Ecuador,218,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              1226,
Ecuador,218,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,               890,
Ecuador,218,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,               865,
Ecuador,218,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              1145,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JAN ,,,,              1897,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022NOV ,,,,              1618,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,              1974,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,              2051,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022APR ,,,,              1469,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              1788,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JUN ,,,,              1530,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022JUL ,,,,              1484,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              1620,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022SEP ,,,,              1329,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2022OCT ,,,,              1544,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021DEC ,,,,              2245,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,              2129,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,              2244,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021APR ,,,,              2455,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,              2472,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              2304,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,              2066,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021JUL ,,,,              2159,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,              2281,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,              1813,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021OCT ,,,,              1942,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,              2199,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2021SEP ,,,,              2279,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JAN ,,,,              1915,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,              1829,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              1994,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020APR ,,,,              2027,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,              2138,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,              1940,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              1990,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,              2190,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,              2371,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              1921,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              1862,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JUL ,,,,              1899,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,              2079,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,              1994,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,              2279,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019APR ,,,,              2313,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              1899,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              2139,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019OCT ,,,,              1966,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,              2179,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,              2479,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,              1966,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,              1879,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              1899,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,              2128,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              2162,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,              2026,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018APR ,,,,              2086,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,              2184,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,              1998,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              1789,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,              2248,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,              1899,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,              2121,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,              1921,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,              1921,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,              1957,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,              2161,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,              2215,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,              1977,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JAN ,,,,              2004,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              2025,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017APR ,,,,              1902,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,              2384,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              1711,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017JUL ,,,,              1744,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,              1894,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,              1596,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2017OCT ,,,,              1869,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,              1979,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JAN ,,,,              2561,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,              1754,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016MAR ,,,,              2069,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016APR ,,,,              1917,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016SEP ,,,,              1819,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016OCT ,,,,              1579,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016YEAR,,,,              1877,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016NOV ,,,,              1688,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JUN ,,,,              1725,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016MAY ,,,,              1774,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016JUL ,,,,              1903,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2016AUG ,,,,              1755,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015YEAR,,,,              2047,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JAN ,,,,              2596,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015FEB ,,,,              2204,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015MAR ,,,,              2160,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015APR ,,,,              2383,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015MAY ,,,,              2233,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JUN ,,,,              1873,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015OCT ,,,,              2179,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015NOV ,,,,              2011,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015DEC ,,,,              1829,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015AUG ,,,,              1631,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015SEP ,,,,              1700,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2015JUL ,,,,              1769,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014DEC ,,,,              2731,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014YEAR,,,,              2485,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014NOV ,,,,              2841,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014SEP ,,,,              2373,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014OCT ,,,,              2133,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014AUG ,,,,              1964,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUN ,,,,              2302,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2014JUL ,,,,              1944,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2013YEAR,,,,              2633,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2012YEAR,,,,              2624,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2011YEAR,,,,              2926,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2010YEAR,,,,              2878,
Estonia,233,Transport - International maritime freight loaded,4801,(thousand metric tons monthly average or calendar months),      2009YEAR,,,,              2468,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022FEB ,,,,              1036,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAR ,,,,              1128,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022APR ,,,,              1411,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022MAY ,,,,              1312,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JUN ,,,,              1172,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JUL ,,,,              1259,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022AUG ,,,,              1178,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022JAN ,,,,               971,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022SEP ,,,,              1095,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022OCT ,,,,               904,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2022NOV ,,,,              1160,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021DEC ,,,,               834,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021NOV ,,,,               948,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021APR ,,,,              1120,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021FEB ,,,,               738,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JAN ,,,,               865,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAR ,,,,               973,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JUL ,,,,              1345,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021MAY ,,,,              1213,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021JUN ,,,,              1243,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021OCT ,,,,               988,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021YEAR,,,,              1079,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021SEP ,,,,              1339,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2021AUG ,,,,              1343,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020APR ,,,,              1352,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAR ,,,,              1157,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JAN ,,,,               708,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020FEB ,,,,              1033,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020OCT ,,,,              1094,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020AUG ,,,,              1095,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUN ,,,,              1122,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020JUL ,,,,              1008,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020MAY ,,,,              1368,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020DEC ,,,,              1029,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2020NOV ,,,,              1093,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019OCT ,,,,               915,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019NOV ,,,,              1196,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019DEC ,,,,              1080,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JAN ,,,,               741,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019FEB ,,,,               815,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAR ,,,,               970,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019APR ,,,,              1095,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019YEAR,,,,              1146,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019MAY ,,,,              1089,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019AUG ,,,,               992,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019SEP ,,,,               915,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUN ,,,,              1146,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2019JUL ,,,,              1146,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018OCT ,,,,              1135,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018DEC ,,,,               787,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018NOV ,,,,               868,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JAN ,,,,               861,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAY ,,,,              1194,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUN ,,,,               931,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018MAR ,,,,               797,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018APR ,,,,               958,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018AUG ,,,,              1004,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018JUL ,,,,              1149,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018SEP ,,,,               983,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2018FEB ,,,,               861,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017YEAR,,,,               944,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017DEC ,,,,               740,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017NOV ,,,,               933,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017FEB ,,,,               860,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JAN ,,,,               790,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017APR ,,,,               963,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAR ,,,,               997,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017MAY ,,,,              1227,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUL ,,,,               919,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017JUN ,,,,              1033,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017AUG ,,,,               942,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017SEP ,,,,               965,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2017OCT ,,,,               962,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016DEC ,,,,               773,
Estonia,233,Transport - International maritime freight unloaded,4802,(thousand metric tons monthly average or calendar months),      2016FEB ,,,,               789,
